,Stocks,Industry,LastPrice,Change,PctChange,MktCap,URL,Ticker
128,Lambodhara Text,Textiles - Spinning - Cotton Blended,92.30,0.10,0.11,96.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/lambodharatextile/LT02,LAMBODHARA.NS
129,Reliance Chemo,Textiles - Spinning - Synthetic Blended,190.25,0.20,0.11,144.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/reliancechemotexindustries/RCI02,RELCHEMQ.NS
130,Sundram,Fasteners,842.65,0.55,0.07,17706.0,https://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23,SUNDRMFAST.NS
131,Pearl Global In,Textiles - Readymade Apparels,574.50,0.05,0.01,1245.0,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pearlglobalindustries/HPF01,PGIL.NS
132,Eastern Silk,Textiles - Synthetic & Silk,4.00,0.00,0.00,32.0,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/easternsilkindustries/ESI06,EASTSILK.NS
133,Goldstar Power,Electricals,30.00,0.00,0.00,32.0,https://www.moneycontrol.com/india/stockpricequote/electricals/goldstarpower/GP15,GOLDSTAR.NS
134,Morarjee Text,Textiles - Spinning - Cotton Blended,21.00,0.00,0.00,76.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/morarjeetextiles/MT12,MORARJEE.NS
135,Sanco Ind,Plastics,9.15,0.00,0.00,12.0,https://www.moneycontrol.com/india/stockpricequote/plastics/sancoindustries/SI05,SANCO.NS
136,SRF,Diversified,2601.20,-2.20,-0.08,77106.0,https://www.moneycontrol.com/india/stockpricequote/diversified/srf/SRF,SRF.NS
137,Donear Ind,Textiles - Weaving,55.30,-0.05,-0.09,288.0,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/donearindustries/DI25,DONEAR.NS
138,Lagnam Spintex ,,80.60,-0.10,-0.12,142.0,https://www.moneycontrol.com/india/stockpricequote/lagnamspintex/lagnamspintex/LS01,LAGNAM.NS
139,Everest Kanto,Packaging,118.60,-0.15,-0.13,1331.0,https://www.moneycontrol.com/india/stockpricequote/packaging/everestkantocylinder/EKC,EKC.NS
140,Malu Paper,Paper,35.70,-0.05,-0.14,61.0,https://www.moneycontrol.com/india/stockpricequote/paper/malupapermills/MPM03,MALUPAPER.NS
141,Mahindra CIE,Castings & Forgings,273.10,-0.45,-0.16,10359.0,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19,MAHINDCIE.NS
142,Akshar Spintex,Textiles - General,119.60,-0.20,-0.17,299.0,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/aksharspintexltd/ASL,AKSHAR.NS
143,TPL Plastech,Plastics,164.80,-0.30,-0.18,257.0,https://www.moneycontrol.com/india/stockpricequote/plastics/tplplastech/TPL02,TPLPLASTEH.NS
144,Mayur Uniquoter,Plastics,475.60,-0.95,-0.20,2090.0,https://www.moneycontrol.com/india/stockpricequote/plastics/mayuruniquoters/MU,MAYURUNIQ.NS
145,Kanpur Plast,Packaging,118.25,-0.30,-0.25,254.0,https://www.moneycontrol.com/india/stockpricequote/packaging/kanpurplastipacks/KP02,KANPRPLA.NS
146,Nelcast,Castings & Forgings,77.55,-0.20,-0.26,675.0,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/nelcast/N06,NELCAST.NS
147,Page Industries,Textiles - Readymade Apparels,49786.20,-129.75,-0.26,55531.0,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35,PAGEIND.NS
148,Garware Technic,Textiles - General,3422.60,-9.00,-0.26,7057.0,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/garwaretechnicalfibres/GWR,GARFIBRES.NS
149,Vardhman Hold,Finance - Investments,2993.50,-12.00,-0.40,955.0,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/vardhmanholdings/VH05,VHL.NS
150,Astral Ltd,Plastics,2305.10,-9.35,-0.40,46315.0,https://www.moneycontrol.com/india/stockpricequote/plastics/astrallimited/APT02,ASTRAL.NS
151,Lovable Lingeri,Textiles - Readymade Apparels,164.70,-0.70,-0.42,244.0,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/lovablelingerie/LL04,LOVABLE.NS
152,Nitin Spinners,Textiles - Spinning - Cotton Blended,219.90,-1.00,-0.45,1236.0,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/nitinspinners/NS12,NITINSPIN.NS
